Date,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,date_station_id,prev_day_precip
2009-05-23,1,80,50,65,50,57,0,0,425,1912,0.0,29.33,30.06,4.5,7,5.7,2009-05-23 00:00:001,0.0
2009-05-23,2,79,55,67,51,58,0,2,425,1912,0.0,29.39,30.05,4.5,8,5.5,2009-05-23 00:00:002,0.0
2009-05-24,2,70,56,63,47,54,2,0,424,1913,0.0,29.39,30.05,10.7,3,10.8,2009-05-24 00:00:002,0.0
2009-05-24,1,71,55,63,46,53,2,0,424,1913,0.0,29.34,30.07,10.4,4,11.0,2009-05-24 00:00:001,0.0
2009-05-25,2,64,56,60,46,53,5,0,423,1914,0.08,29.33,30.0,8.7,6,9.5,2009-05-25 00:00:002,0.0
2009-05-25,1,67,54,61,43,51,4,0,423,1914,0.04,29.28,30.02,10.3,6,10.8,2009-05-25 00:00:001,0.0
2009-05-26,1,74,53,64,51,55,1,0,422,1915,1.73,29.08,29.82,7.5,5,7.8,2009-05-26 00:00:001,0.08
2009-05-26,2,76,56,66,54,58,0,1,422,1915,1.38,29.13,29.81,5.7,6,6.8,2009-05-26 00:00:002,0.04
2009-05-27,2,75,58,67,60,63,0,2,422,1916,0.0,29.02,29.67,6.8,24,8.3,2009-05-27 00:00:002,1.73
2009-05-27,1,73,55,64,58,60,1,0,422,1916,0.02,28.95,29.68,3.6,24,7.2,2009-05-27 00:00:001,1.38
2009-05-28,2,64,55,60,51,54,5,0,421,1916,0.0,29.11,29.75,6.8,29,8.3,2009-05-28 00:00:002,0.0
2009-05-28,1,62,54,58,51,54,7,0,421,1916,0.0,29.06,29.76,6.8,30,8.1,2009-05-28 00:00:001,0.02
2009-05-29,2,77,55,66,49,55,0,1,421,1917,0.0,29.23,29.87,2.0,31,6.8,2009-05-29 00:00:002,0.0
2009-05-29,1,74,50,62,49,55,3,0,421,1917,0.0,29.17,29.88,2.7,32,6.9,2009-05-29 00:00:001,0.0
2009-05-30,2,79,53,66,46,55,0,1,420,1918,0.0,29.15,29.8,1.8,29,6.6,2009-05-30 00:00:002,0.0
2009-05-30,1,79,50,65,46,54,0,0,420,1918,0.0,29.09,29.81,2.9,27,6.8,2009-05-30 00:00:001,0.0
2009-05-31,2,72,49,61,43,52,4,0,420,1919,0.0,29.26,29.93,2.9,9,6.3,2009-05-31 00:00:002,0.0
2009-05-31,1,73,45,59,41,50,6,0,420,1919,0.0,29.21,29.94,2.7,10,4.6,2009-05-31 00:00:001,0.0
2009-06-01,2,80,52,66,54,58,0,1,419,1920,0.83,29.25,29.88,1.0,34,10.0,2009-06-01 00:00:002,0.0
2009-06-01,1,78,51,65,53,57,0,0,419,1920,0.44,29.19,29.89,1.2,34,11.1,2009-06-01 00:00:001,0.0
2009-06-02,1,60,48,54,46,50,11,0,419,1920,0.12,29.36,30.09,7.4,3,8.0,2009-06-02 00:00:001,0.44
2009-06-02,2,61,50,56,47,51,9,0,419,1920,0.06,29.42,30.07,8.3,3,9.2,2009-06-02 00:00:002,0.83
2009-06-03,1,61,43,52,39,46,13,0,418,1921,0.0,29.42,30.15,10.5,4,10.7,2009-06-03 00:00:001,0.06
2009-06-03,2,61,47,54,40,48,11,0,418,1921,0.0,29.47,30.13,11.0,2,11.4,2009-06-03 00:00:002,0.12
2009-06-04,1,68,42,55,37,48,10,0,418,1922,0.0,29.31,30.05,4.7,4,5.9,2009-06-04 00:00:001,0.0
2009-06-04,2,68,47,58,38,49,7,0,418,1922,0.0,29.36,30.05,5.2,5,6.4,2009-06-04 00:00:002,0.0
2009-06-05,2,80,47,64,43,54,1,0,417,1923,0.0,29.23,29.91,6.3,25,7.2,2009-06-05 00:00:002,0.0
2009-06-05,1,79,44,62,44,54,3,0,417,1923,0.0,29.18,29.91,5.8,26,6.7,2009-06-05 00:00:001,0.0
2009-06-06,1,63,51,57,45,50,8,0,417,1923,0.02,29.2,29.93,6.2,5,7.7,2009-06-06 00:00:001,0.0
2009-06-06,2,66,55,61,48,53,4,0,417,1923,0.0,29.26,29.92,4.7,3,7.2,2009-06-06 00:00:002,0.0
2009-06-07,1,73,52,63,53,57,2,0,417,1924,0.04,29.14,29.87,2.7,8,6.9,2009-06-07 00:00:001,0.02
2009-06-07,2,74,56,65,54,59,0,0,417,1924,0.0,29.21,29.86,1.5,11,7.7,2009-06-07 00:00:002,0.0
2009-06-08,2,82,55,69,61,65,0,4,417,1925,0.3,29.11,29.76,6.4,25,10.0,2009-06-08 00:00:002,0.04
2009-06-08,1,80,52,66,60,63,0,1,417,1925,0.45,29.06,29.77,5.9,24,9.2,2009-06-08 00:00:001,0.0
2009-06-09,2,67,56,62,53,56,3,0,416,1925,0.0,29.29,29.94,6.4,8,7.9,2009-06-09 00:00:002,0.45
2009-06-09,1,67,55,61,53,56,4,0,416,1925,0.0,29.23,29.94,4.0,6,6.3,2009-06-09 00:00:001,0.3
2009-06-10,2,67,55,61,50,55,4,0,416,1926,0.04,29.21,29.88,8.5,4,9.2,2009-06-10 00:00:002,0.0
2009-06-10,1,67,54,61,49,53,4,0,416,1926,0.01,29.15,29.89,8.0,5,8.7,2009-06-10 00:00:001,0.0
2009-06-11,2,60,53,57,53,54,8,0,416,1926,1.14,29.17,29.82,8.8,1,9.0,2009-06-11 00:00:002,0.04
2009-06-11,1,64,53,59,51,54,6,0,416,1926,0.01,29.11,29.83,10.2,3,10.3,2009-06-11 00:00:001,0.01
2009-06-12,2,72,50,61,49,55,4,0,416,1927,0.0,29.3,29.95,5.0,6,6.7,2009-06-12 00:00:002,1.14
2009-06-12,1,74,49,62,49,55,3,0,416,1927,0.0,29.24,29.95,4.4,7,5.8,2009-06-12 00:00:001,0.01
2009-06-13,1,68,54,61,51,55,4,0,416,1927,0.33,29.28,30.0,5.9,5,6.7,2009-06-13 00:00:001,0.0
2009-06-13,2,66,56,61,52,55,4,0,416,1927,0.31,29.34,29.99,7.2,4,7.6,2009-06-13 00:00:002,0.0
2009-06-14,1,77,51,64,48,57,1,0,416,1928,0.0,29.29,30.01,4.5,4,4.7,2009-06-14 00:00:001,0.33
2009-06-14,2,76,54,65,50,57,0,0,416,1928,0.0,29.34,30.0,5.1,5,5.8,2009-06-14 00:00:002,0.31
2009-06-15,1,81,53,67,49,58,0,2,416,1928,0.0,29.28,30.01,5.5,9,6.4,2009-06-15 00:00:001,0.0
2009-06-15,2,81,57,69,49,58,0,4,416,1928,0.0,29.34,29.99,7.4,9,7.7,2009-06-15 00:00:002,0.0
2009-06-16,1,71,59,65,55,60,0,0,416,1929,1.23,29.15,29.89,11.2,10,11.8,2009-06-16 00:00:001,0.0
2009-06-16,2,71,64,68,57,61,0,3,416,1929,1.07,29.21,29.87,10.3,11,10.7,2009-06-16 00:00:002,0.0
2009-06-17,1,71,61,66,59,62,0,1,416,1929,0.0,29.16,29.88,3.0,36,6.2,2009-06-17 00:00:001,1.23
2009-06-17,2,73,63,68,60,63,0,3,416,1929,0.0,29.21,29.87,2.6,34,6.7,2009-06-17 00:00:002,1.07
2009-06-18,1,80,61,71,63,67,0,6,416,1929,0.12,29.08,29.87,6.7,16,7.9,2009-06-18 00:00:001,0.0
2009-06-18,2,81,63,72,64,67,0,7,416,1929,0.11,29.15,29.79,3.7,17,5.8,2009-06-18 00:00:002,0.0
2009-06-19,1,86,65,76,67,69,0,11,416,1930,3.97,28.97,29.7,7.2,18,11.6,2009-06-19 00:00:001,0.12
2009-06-19,2,88,66,77,68,70,0,12,416,1930,0.87,29.03,29.68,6.3,18,10.5,2009-06-19 00:00:002,0.11
2009-06-20,1,87,68,78,65,70,0,13,416,1930,0.0,29.08,29.76,8.3,29,8.6,2009-06-20 00:00:001,3.97
2009-06-20,2,88,69,79,65,70,0,14,416,1930,0.0,29.13,29.74,8.3,28,8.6,2009-06-20 00:00:002,0.87
2009-06-21,1,84,70,77,63,68,0,12,416,1930,0.01,29.12,29.82,2.8,7,3.9,2009-06-21 00:00:001,0.0
2009-06-21,2,86,71,79,64,69,0,14,416,1930,0.0,29.17,29.8,3.3,9,3.5,2009-06-21 00:00:002,0.0
2009-06-22,1,89,68,79,67,71,0,14,417,1931,0.09,29.09,29.79,4.0,11,5.6,2009-06-22 00:00:001,0.01
2009-06-22,2,89,70,80,67,71,0,15,417,1931,0.06,29.15,29.77,5.3,12,7.2,2009-06-22 00:00:002,0.0
2009-06-23,2,92,75,84,68,73,0,19,417,1931,0.0,29.22,29.85,2.8,13,4.5,2009-06-23 00:00:002,0.09
2009-06-23,1,94,71,83,69,73,0,18,417,1931,0.0,29.16,29.87,1.8,14,3.5,2009-06-23 00:00:001,0.06
2009-06-24,1,94,75,85,68,73,0,20,417,1931,0.04,29.16,29.87,1.9,22,5.8,2009-06-24 00:00:001,0.0
2009-06-24,2,93,73,83,68,73,0,18,417,1931,0.78,29.21,29.85,2.1,23,4.3,2009-06-24 00:00:002,0.0
2009-06-25,1,94,75,85,69,73,0,20,417,1931,0.0,29.08,29.8,2.4,32,4.9,2009-06-25 00:00:001,0.04
2009-06-25,2,93,76,85,68,73,0,20,417,1931,0.0,29.15,29.77,1.8,26,4.6,2009-06-25 00:00:002,0.78
2009-06-26,2,86,72,79,61,67,0,14,418,1931,0.0,29.2,29.83,6.4,4,8.0,2009-06-26 00:00:002,0.0
2009-06-26,1,86,69,78,60,73,0,13,418,1931,0.0,29.15,29.85,6.4,4,8.2,2009-06-26 00:00:001,0.0
2009-06-27,2,90,67,79,60,67,0,14,418,1931,0.05,29.18,29.8,6.0,22,6.9,2009-06-27 00:00:002,0.0
2009-06-27,1,89,62,76,61,67,0,11,418,1931,0.3,29.1,29.82,5.1,21,6.9,2009-06-27 00:00:001,0.0
2009-06-28,2,83,68,76,53,62,0,11,419,1931,0.0,29.08,29.71,14.1,29,14.6,2009-06-28 00:00:002,0.05
2009-06-28,1,83,66,75,53,62,0,10,419,1931,0.0,29.0,29.73,13.2,29,13.6,2009-06-28 00:00:001,0.3
2009-06-29,2,78,65,72,54,61,0,7,419,1931,0.0,28.95,29.59,13.4,30,14.1,2009-06-29 00:00:002,0.0
2009-06-29,1,77,63,70,54,61,0,5,419,1931,0.0,28.89,29.6,12.2,30,12.7,2009-06-29 00:00:001,0.0
2009-06-30,1,66,59,63,53,57,2,0,419,1931,0.0,28.95,29.65,8.9,30,9.1,2009-06-30 00:00:001,0.0
2009-06-30,2,68,61,65,53,58,0,0,419,1931,0.0,29.0,29.64,8.1,30,8.3,2009-06-30 00:00:002,0.0
2009-07-01,2,65,57,61,54,57,4,0,420,1931,0.02,29.13,29.76,6.6,31,7.4,2009-07-01 00:00:002,0.0
2009-07-01,1,65,57,61,52,56,4,0,420,1931,0.0,29.07,29.77,8.2,32,8.7,2009-07-01 00:00:001,0.0
2009-07-02,1,73,59,66,54,60,0,1,420,1931,0.0,29.26,29.95,8.4,31,8.8,2009-07-02 00:00:001,0.0
2009-07-02,2,73,60,67,55,60,0,2,420,1931,0.0,29.31,29.94,5.7,31,7.6,2009-07-02 00:00:002,0.02
2009-07-03,2,79,62,71,56,62,0,6,421,1931,0.0,29.41,30.05,1.8,2,6.5,2009-07-03 00:00:002,0.0
2009-07-03,1,79,63,71,56,62,0,6,421,1931,0.0,29.36,30.06,1.2,34,5.8,2009-07-03 00:00:001,0.0
2009-07-04,2,69,63,66,58,62,0,1,422,1930,0.12,29.31,29.98,3.4,14,4.7,2009-07-04 00:00:002,0.0
2009-07-04,1,69,59,64,58,61,1,0,422,1930,0.2,29.26,29.99,1.8,13,3.8,2009-07-04 00:00:001,0.0
2009-07-05,1,81,57,69,58,63,0,4,422,1930,0.05,29.2,29.92,0.7,34,2.4,2009-07-05 00:00:001,0.2
2009-07-05,2,82,61,72,59,64,0,7,422,1930,0.03,29.25,29.9,0.3,36,2.6,2009-07-05 00:00:002,0.12
2009-07-06,2,85,63,74,54,63,0,9,423,1930,0.0,29.2,29.84,4.2,30,5.5,2009-07-06 00:00:002,0.05
2009-07-06,1,86,60,73,54,62,0,8,423,1930,0.0,29.14,29.86,7.5,31,7.8,2009-07-06 00:00:001,0.03
2009-07-07,2,76,65,71,55,61,0,6,423,1930,0.0,29.24,29.88,5.9,7,7.5,2009-07-07 00:00:002,0.0
2009-07-07,1,77,59,68,54,60,0,3,423,1930,0.0,29.18,29.89,5.9,7,7.0,2009-07-07 00:00:001,0.0
2009-07-08,1,65,61,63,56,59,2,0,424,1929,0.06,29.28,29.99,6.8,6,7.0,2009-07-08 00:00:001,0.0
2009-07-08,2,68,62,65,55,59,0,0,424,1929,0.17,29.34,29.98,7.0,8,7.4,2009-07-08 00:00:002,0.0
2009-07-09,2,80,63,72,58,64,0,7,425,1929,0.0,29.41,30.05,6.5,10,7.3,2009-07-09 00:00:002,0.17
2009-07-09,1,79,59,69,57,63,0,4,425,1929,0.0,29.35,30.07,5.8,11,6.9,2009-07-09 00:00:001,0.06
2009-07-10,1,82,63,73,64,67,0,8,425,1929,0.08,29.34,30.06,4.4,21,4.9,2009-07-10 00:00:001,0.0
2009-07-10,2,84,67,76,65,68,0,11,425,1929,0.12,29.41,30.04,3.6,21,4.6,2009-07-10 00:00:002,0.0
2009-07-11,2,85,68,77,60,67,0,12,426,1928,1.12,29.39,30.02,5.9,29,7.6,2009-07-11 00:00:002,0.12
2009-07-11,1,85,63,74,59,65,0,9,426,1928,0.25,29.34,30.04,4.8,31,7.0,2009-07-11 00:00:001,0.08
2009-07-12,1,82,58,70,51,60,0,5,427,1928,0.0,29.35,30.07,2.9,29,5.7,2009-07-12 00:00:001,1.12
2009-07-12,2,82,60,71,50,60,0,6,427,1928,0.0,29.41,30.05,1.9,33,5.2,2009-07-12 00:00:002,0.25
2009-07-13,1,79,61,70,46,57,0,5,428,1927,0.0,29.36,30.07,4.8,7,5.8,2009-07-13 00:00:001,0.0
2009-07-13,2,78,66,72,48,59,0,7,428,1927,0.0,29.41,30.05,5.8,7,7.4,2009-07-13 00:00:002,0.0
2009-07-14,2,81,60,71,49,60,0,6,428,1927,0.0,29.41,30.06,7.5,16,7.7,2009-07-14 00:00:002,0.0
2009-07-14,1,80,55,68,51,59,0,3,428,1927,0.0,29.34,30.07,6.7,16,7.5,2009-07-14 00:00:001,0.0
2009-07-15,1,85,65,75,62,67,0,10,429,1926,0.68,29.18,29.9,10.0,24,12.4,2009-07-15 00:00:001,0.0
2009-07-15,2,86,67,77,62,67,0,12,429,1926,0.32,29.23,29.88,10.0,25,13.8,2009-07-15 00:00:002,0.0
2009-07-16,1,80,64,72,56,62,0,7,430,1925,0.0,29.17,29.89,9.9,28,10.8,2009-07-16 00:00:001,0.32
2009-07-16,2,82,65,74,57,63,0,9,430,1925,0.17,29.23,29.88,9.6,28,10.3,2009-07-16 00:00:002,0.68
2009-07-17,1,70,57,64,51,56,1,0,431,1925,0.0,29.15,29.87,10.6,30,10.8,2009-07-17 00:00:001,0.0
2009-07-17,2,70,58,64,52,57,1,0,431,1925,0.0,29.21,29.86,10.1,29,10.4,2009-07-17 00:00:002,0.17
2009-07-18,2,73,58,66,52,58,0,1,432,1924,0.0,29.36,30.0,6.6,32,7.1,2009-07-18 00:00:002,0.0
2009-07-18,1,72,57,65,52,57,0,0,432,1924,0.0,29.31,30.01,8.1,31,8.2,2009-07-18 00:00:001,0.0
2009-07-19,2,73,60,67,53,59,0,2,433,1923,0.0,29.45,30.1,1.4,4,4.6,2009-07-19 00:00:002,0.0
2009-07-19,1,71,57,64,52,58,1,0,433,1923,0.0,29.39,30.11,1.3,36,4.0,2009-07-19 00:00:001,0.0
2009-07-20,1,76,55,66,55,60,0,1,433,1923,0.0,29.36,30.09,5.1,9,5.5,2009-07-20 00:00:001,0.0
2009-07-20,2,76,59,68,56,61,0,3,433,1923,0.0,29.42,30.08,6.2,10,6.5,2009-07-20 00:00:002,0.0
2009-07-21,2,82,64,73,56,63,0,8,434,1922,0.0,29.33,29.99,4.9,14,6.3,2009-07-21 00:00:002,0.0
2009-07-21,1,80,58,69,57,62,0,4,434,1922,0.04,29.28,30.01,3.1,13,5.8,2009-07-21 00:00:001,0.0
2009-07-22,2,79,66,73,59,64,0,8,435,1921,0.0,29.28,29.93,2.8,11,5.9,2009-07-22 00:00:002,0.0
2009-07-22,1,78,63,71,61,64,0,6,435,1921,0.0,29.23,29.95,3.5,3,5.0,2009-07-22 00:00:001,0.04
2009-07-23,1,82,62,72,58,63,0,7,436,1920,0.0,29.21,29.93,2.6,32,5.0,2009-07-23 00:00:001,0.0
2009-07-23,2,79,63,71,60,64,0,6,436,1920,0.1,29.26,29.91,1.7,1,6.0,2009-07-23 00:00:002,0.0
2009-07-24,2,83,62,73,60,65,0,8,437,1919,0.19,29.14,29.82,8.7,23,9.6,2009-07-24 00:00:002,0.0
2009-07-24,1,83,61,72,59,64,0,7,437,1919,0.14,29.08,29.83,8.9,23,9.8,2009-07-24 00:00:001,0.1
2009-07-25,2,81,66,74,59,65,0,9,438,1918,0.0,29.08,29.71,10.8,27,11.5,2009-07-25 00:00:002,0.14
2009-07-25,1,81,66,74,58,64,0,9,438,1918,0.0,29.02,29.73,10.6,28,11.1,2009-07-25 00:00:001,0.19
2009-07-26,1,82,63,73,58,64,0,8,439,1918,0.0,29.13,29.82,8.0,29,8.6,2009-07-26 00:00:001,0.0
2009-07-26,2,82,64,73,59,65,0,8,439,1918,0.0,29.18,29.8,9.1,29,9.4,2009-07-26 00:00:002,0.0
2009-07-27,1,84,64,74,61,66,0,9,440,1917,0.02,29.13,29.86,9.3,23,10.1,2009-07-27 00:00:001,0.0
2009-07-27,2,84,66,75,61,67,0,10,440,1917,0.03,29.21,29.85,9.2,23,9.6,2009-07-27 00:00:002,0.0
2009-07-28,2,86,68,77,62,67,0,12,441,1916,0.01,29.13,29.77,6.5,28,7.7,2009-07-28 00:00:002,0.02
2009-07-28,1,84,66,75,60,66,0,10,441,1916,0.01,29.08,29.78,6.4,28,8.0,2009-07-28 00:00:001,0.03
2009-07-29,1,81,62,72,51,59,0,7,442,1915,0.0,29.13,29.84,4.2,35,7.1,2009-07-29 00:00:001,0.01
2009-07-29,2,79,66,73,52,61,0,8,442,1915,0.0,29.19,29.82,3.8,3,7.1,2009-07-29 00:00:002,0.01
2009-07-30,1,79,59,69,57,62,0,4,443,1914,0.0,29.15,29.85,4.4,23,5.5,2009-07-30 00:00:001,0.0
2009-07-30,2,80,65,73,57,63,0,8,443,1914,0.0,29.2,29.84,4.9,24,6.3,2009-07-30 00:00:002,0.0
2009-07-31,1,81,58,70,54,61,0,5,444,1913,0.0,29.23,29.94,6.2,26,7.3,2009-07-31 00:00:001,0.0
2009-07-31,2,82,62,72,55,62,0,7,444,1913,0.0,29.29,29.92,5.9,27,6.7,2009-07-31 00:00:002,0.0
2009-08-01,1,75,61,68,59,62,0,3,445,1911,0.0,29.18,29.91,11.6,22,11.4,2009-08-01 00:00:001,0.0
2009-08-01,2,75,63,69,59,63,0,4,445,1911,0.01,29.24,29.9,10.6,23,10.5,2009-08-01 00:00:002,0.0
2009-08-02,2,79,58,69,52,59,0,4,446,1910,0.0,29.26,29.92,6.2,26,8.4,2009-08-02 00:00:002,0.01
2009-08-02,1,78,57,68,51,59,0,3,446,1910,0.0,29.2,29.93,6.8,25,9.6,2009-08-02 00:00:001,0.0
2009-08-03,1,84,67,76,60,66,0,11,447,1909,0.07,29.1,29.82,12.2,21,12.4,2009-08-03 00:00:001,0.0
2009-08-03,2,86,68,77,61,66,0,12,447,1909,0.06,29.17,29.81,11.0,21,11.3,2009-08-03 00:00:002,0.0
2009-08-04,2,86,69,78,63,68,0,13,448,1908,0.0,29.21,29.85,1.8,5,6.2,2009-08-04 00:00:002,0.06
2009-08-04,1,85,67,76,61,67,0,11,448,1908,0.0,29.17,29.87,2.5,2,5.8,2009-08-04 00:00:001,0.07
2009-08-05,1,79,61,70,54,61,0,5,449,1907,0.0,29.34,30.05,2.9,6,4.2,2009-08-05 00:00:001,0.0
2009-08-05,2,79,66,73,56,63,0,8,449,1907,0.0,29.4,30.03,3.8,6,5.6,2009-08-05 00:00:002,0.0
2009-08-06,1,82,60,71,51,60,0,6,450,1906,0.0,29.39,30.09,1.4,6,5.4,2009-08-06 00:00:001,0.0
2009-08-06,2,81,62,72,51,60,0,7,450,1906,0.0,29.44,30.08,3.4,9,5.5,2009-08-06 00:00:002,0.0
2009-08-07,1,74,64,69,59,63,0,4,451,1904,0.33,29.36,30.09,7.3,15,7.8,2009-08-07 00:00:001,0.0
2009-08-07,2,74,67,71,59,63,0,6,451,1904,0.23,29.41,30.08,6.4,15,7.2,2009-08-07 00:00:002,0.0
2009-08-08,1,89,68,79,70,73,0,14,452,1903,0.02,29.2,29.92,12.9,21,13.6,2009-08-08 00:00:001,0.23
2009-08-08,2,89,69,79,70,73,0,14,452,1903,0.08,29.26,29.92,12.2,21,12.8,2009-08-08 00:00:002,0.33
2009-08-09,2,92,77,85,72,75,0,20,453,1902,0.02,29.29,29.92,11.1,23,12.3,2009-08-09 00:00:002,0.02
2009-08-09,1,91,77,84,71,74,0,19,453,1902,0.18,29.23,29.94,11.6,23,12.9,2009-08-09 00:00:001,0.08
2009-08-10,1,85,70,78,65,69,0,13,454,1900,0.0,29.24,29.95,6.9,26,7.2,2009-08-10 00:00:001,0.18
2009-08-10,2,86,71,79,66,70,0,14,454,1900,0.0,29.31,29.94,8.3,26,8.9,2009-08-10 00:00:002,0.02
2009-08-11,2,81,65,73,62,66,0,8,455,1859,0.0,29.36,29.98,6.1,2,8.7,2009-08-11 00:00:002,0.0
2009-08-11,1,82,62,72,61,66,0,7,455,1859,0.0,29.3,30.0,6.3,2,8.0,2009-08-11 00:00:001,0.0
2009-08-12,1,83,60,72,55,62,0,7,456,1858,0.0,29.39,30.09,3.7,4,5.9,2009-08-12 00:00:001,0.0
2009-08-12,2,82,63,73,56,63,0,8,456,1858,0.0,29.44,30.07,5.5,5,7.0,2009-08-12 00:00:002,0.0
2009-08-13,1,86,60,73,55,63,0,8,457,1856,0.0,29.38,30.1,1.5,14,3.8,2009-08-13 00:00:001,0.0
2009-08-13,2,86,63,75,55,63,0,10,457,1856,0.0,29.44,30.09,2.0,16,4.0,2009-08-13 00:00:002,0.0
2009-08-14,2,88,67,78,59,66,0,13,458,1855,0.0,29.44,30.08,6.3,21,6.5,2009-08-14 00:00:002,0.0
2009-08-14,1,88,63,76,59,66,0,11,458,1855,0.0,29.38,30.1,5.4,21,5.7,2009-08-14 00:00:001,0.0
2009-08-15,1,89,67,78,61,67,0,13,459,1854,0.0,29.32,30.04,8.7,19,8.9,2009-08-15 00:00:001,0.0
2009-08-15,2,89,70,80,61,68,0,15,459,1854,0.0,29.38,30.02,8.3,19,8.7,2009-08-15 00:00:002,0.0
2009-08-16,2,90,71,81,68,71,0,16,500,1852,0.27,29.34,29.97,9.3,21,10.1,2009-08-16 00:00:002,0.0
2009-08-16,1,88,70,79,67,70,0,14,500,1852,0.63,29.27,29.99,9.5,20,10.2,2009-08-16 00:00:001,0.0
2009-08-17,2,83,71,77,68,71,0,12,501,1851,0.59,29.34,29.98,5.1,22,7.5,2009-08-17 00:00:002,0.63
2009-08-17,1,83,70,77,68,70,0,12,501,1851,0.33,29.28,30.0,4.6,22,5.8,2009-08-17 00:00:001,0.27
2009-08-18,1,83,65,74,59,65,0,9,502,1849,0.0,29.28,29.99,7.5,27,8.1,2009-08-18 00:00:001,0.33
2009-08-18,2,84,66,75,61,66,0,10,502,1849,0.0,29.33,29.97,8.0,27,8.3,2009-08-18 00:00:002,0.59
2009-08-19,2,81,64,73,62,66,0,8,503,1848,0.61,29.15,29.82,5.9,16,8.2,2009-08-19 00:00:002,0.0
2009-08-19,1,83,59,71,60,65,0,6,503,1848,0.35,29.08,29.83,5.7,16,8.7,2009-08-19 00:00:001,0.0
2009-08-20,1,78,64,71,61,65,0,6,504,1846,0.07,28.93,29.66,12.1,23,12.5,2009-08-20 00:00:001,0.61
2009-08-20,2,79,64,72,61,65,0,7,504,1846,0.12,29.0,29.65,12.2,23,12.7,2009-08-20 00:00:002,0.35
2009-08-21,1,73,59,66,58,61,0,1,505,1845,0.16,29.07,29.75,7.7,27,10.7,2009-08-21 00:00:001,0.12
2009-08-21,2,74,59,67,58,61,0,2,505,1845,0.05,29.13,29.75,10.1,27,13.2,2009-08-21 00:00:002,0.07
2009-08-22,2,69,58,64,52,57,1,0,506,1843,0.0,29.36,29.99,9.4,36,10.4,2009-08-22 00:00:002,0.05
2009-08-22,1,68,57,63,52,56,2,0,506,1843,0.0,29.31,30.0,7.8,1,9.4,2009-08-22 00:00:001,0.16
2009-08-23,2,73,58,66,55,59,0,1,508,1842,0.0,29.44,30.08,3.5,5,7.6,2009-08-23 00:00:002,0.0
2009-08-23,1,74,56,65,53,58,0,0,508,1842,0.0,29.38,30.09,2.7,2,6.4,2009-08-23 00:00:001,0.0
2009-08-24,1,79,54,67,56,61,0,2,509,1840,0.0,29.41,30.13,3.8,21,5.1,2009-08-24 00:00:001,0.0
2009-08-24,2,79,57,68,57,62,0,3,509,1840,0.0,29.47,30.12,5.0,21,5.7,2009-08-24 00:00:002,0.0
2009-08-25,2,82,61,72,61,65,0,7,510,1839,0.0,29.39,30.04,8.3,21,8.6,2009-08-25 00:00:002,0.0
2009-08-25,1,83,59,71,61,65,0,6,510,1839,0.0,29.33,30.05,9.1,21,9.2,2009-08-25 00:00:001,0.0
2009-08-26,1,73,62,68,62,64,0,3,511,1837,0.93,29.36,30.08,5.2,2,7.8,2009-08-26 00:00:001,0.0
2009-08-26,2,72,64,68,64,65,0,3,511,1837,0.54,29.42,30.07,3.9,2,7.3,2009-08-26 00:00:002,0.0
2009-08-27,1,67,61,64,60,61,1,0,512,1835,0.95,29.36,30.08,9.1,7,9.7,2009-08-27 00:00:001,0.93
2009-08-27,2,67,62,65,61,63,0,0,512,1835,1.19,29.41,30.07,10.7,8,11.0,2009-08-27 00:00:002,0.54
2009-08-28,2,71,61,66,61,63,0,1,513,1834,0.28,29.24,29.92,2.6,2,5.4,2009-08-28 00:00:002,0.95
2009-08-28,1,68,60,64,61,62,1,0,513,1834,0.22,29.18,29.93,3.4,2,5.7,2009-08-28 00:00:001,1.19
2009-08-29,2,69,56,63,52,57,2,0,514,1832,0.01,29.24,29.88,10.4,31,11.1,2009-08-29 00:00:002,0.22
2009-08-29,1,69,56,63,51,56,2,0,514,1832,0.02,29.18,29.89,11.4,31,11.8,2009-08-29 00:00:001,0.28
2009-08-30,2,66,51,59,47,53,6,0,515,1831,0.0,29.5,30.13,9.4,1,10.5,2009-08-30 00:00:002,0.02
2009-08-30,1,66,51,59,47,52,6,0,515,1831,0.0,29.44,30.14,8.2,1,9.3,2009-08-30 00:00:001,0.01
2009-08-31,1,68,49,59,44,52,6,0,516,1829,0.0,29.55,30.27,4.8,3,6.0,2009-08-31 00:00:001,0.0
2009-08-31,2,67,49,58,44,52,7,0,516,1829,0.0,29.6,30.26,5.3,4,6.8,2009-08-31 00:00:002,0.0
2009-09-01,1,72,47,60,47,53,5,0,517,1827,0.0,29.57,30.31,3.3,4,3.4,2009-09-01 00:00:001,0.0
2009-09-01,2,71,50,61,49,55,4,0,517,1827,0.0,29.63,30.3,3.2,6,3.5,2009-09-01 00:00:002,0.0
2009-09-02,1,73,50,62,50,56,3,0,518,1826,0.0,29.51,30.25,4.1,6,5.1,2009-09-02 00:00:001,0.0
2009-09-02,2,72,53,63,51,56,2,0,518,1826,0.0,29.56,30.23,3.2,8,3.9,2009-09-02 00:00:002,0.0
2009-09-03,1,75,56,66,54,59,0,1,519,1824,0.0,29.42,30.16,4.7,5,6.0,2009-09-03 00:00:001,0.0
